기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020	은평구	구산동	계	32,538	835	1,111	1,263	1,663	2,132	2,344	1,870	2,327	2,204	2,927	2,833	2,761	2,556	1,891	1,514	1,123	760	292	112	23	3
2020	은평구	구산동	남자	16,087	431	553	607	796	1,050	1,183	922	1,217	1,127	1,432	1,416	1,388	1,264	952	756	526	322	120	23	4	1
2020	은평구	구산동	여자	16,452	404	558	656	867	1,082	1,161	948	1,111	1,077	1,496	1,417	1,373	1,293	939	758	597	438	172	89	19	2
2020	은평구	대조동	계	26,801	588	694	749	1,001	1,895	2,768	2,176	2,052	1,929	2,177	2,078	2,014	1,980	1,403	1,258	1,039	673	238	74	18	2
2020	은평구	대조동	남자	12,553	305	353	357	468	824	1,258	1,085	1,021	978	1,034	1,000	975	893	614	550	444	293	81	20	6	-
2020	은평구	대조동	여자	14,249	284	341	392	533	1,072	1,511	1,091	1,031	952	1,143	1,078	1,040	1,087	789	708	596	380	157	55	12	2
2020	은평구	응암1동	계	27,671	896	1,066	1,161	1,387	1,612	2,145	2,076	2,334	2,323	2,414	2,177	1,943	1,862	1,329	1,157	892	568	223	87	24	1
2020	은평구	응암1동	남자	13,180	463	542	620	727	756	971	1,001	1,170	1,135	1,194	1,085	909	847	546	487	403	209	85	29	5	-
2020	은평구	응암1동	여자	14,491	433	524	541	660	857	1,174	1,076	1,164	1,189	1,220	1,092	1,034	1,015	783	670	489	359	139	58	19	1
2020	은평구	응암2동	계	25,879	1,485	1,598	1,110	1,088	1,265	1,384	1,894	2,903	2,569	2,316	1,797	1,541	1,542	1,107	883	699	436	197	56	12	4
2020	은평구	응암2동	남자	12,626	748	852	575	558	674	667	859	1,429	1,323	1,190	893	738	684	518	382	287	167	65	15	6	1
2020	은평구	응암2동	여자	13,253	737	746	535	530	591	717	1,035	1,474	1,247	1,127	904	803	859	589	501	412	269	132	41	6	3
2020	은평구	신사1동	계	27,578	826	886	938	1,252	1,730	2,215	1,949	2,238	1,957	2,295	2,235	2,243	2,201	1,508	1,225	978	572	239	76	15	4
2020	은평구	신사1동	남자	13,341	404	434	484	662	922	1,098	951	1,172	968	1,131	1,054	1,041	1,015	699	541	438	238	69	21	3	2
2020	은평구	신사1동	여자	14,237	422	452	455	590	808	1,118	998	1,066	989	1,165	1,181	1,202	1,186	809	685	540	334	171	56	12	2
2020	은평구	신사2동	계	20,948	526	669	810	969	1,354	1,612	1,334	1,556	1,473	1,784	1,748	1,748	1,738	1,289	917	691	460	196	63	15	1
2020	은평구	신사2동	남자	10,475	268	352	437	554	719	827	705	824	732	912	846	833	885	576	425	304	181	72	22	5	-
2020	은평구	신사2동	여자	10,473	258	317	373	415	635	786	629	732	742	872	902	916	853	714	492	387	279	124	41	10	1
2020	은평구	증산동	계	15,398	364	432	566	699	945	1,155	1,014	1,062	1,015	1,279	1,265	1,336	1,335	986	752	632	350	144	56	13	1
2020	은평구	증산동	남자	7,556	187	212	298	366	473	585	518	544	496	644	629	642	637	478	337	291	156	50	17	1	1
2020	은평구	증산동	여자	7,842	178	221	268	333	472	571	496	519	520	635	636	695	698	508	415	342	194	94	39	13	-
2020	은평구	수색동	계	9,846	318	262	267	405	600	735	667	791	560	763	861	894	904	621	443	363	229	123	34	11	-
2020	은평구	수색동	남자	4,884	163	144	132	228	327	368	337	421	293	375	437	447	445	295	194	152	84	39	5	4	-
2020	은평구	수색동	여자	4,962	155	119	135	177	274	367	331	370	267	388	424	447	459	327	249	211	146	85	29	8	-
2020	은평구	진관동	계	56,546	1,742	3,258	4,085	3,366	3,321	3,760	3,185	3,904	5,023	5,812	4,448	3,722	3,510	2,479	1,887	1,424	958	445	171	44	6
2020	은평구	진관동	남자	26,642	900	1,688	2,067	1,737	1,488	1,583	1,399	1,709	2,219	2,884	2,267	1,815	1,633	1,169	855	631	401	141	46	15	1
2020	은평구	진관동	여자	29,904	842	1,570	2,018	1,629	1,833	2,177	1,786	2,196	2,804	2,928	2,181	1,907	1,878	1,311	1,033	793	557	304	125	30	5
2020	은평구	불광2동	계	28,438	585	653	745	1,161	1,863	2,452	2,007	1,958	1,778	2,258	2,421	2,509	2,433	1,778	1,449	1,242	744	292	92	20	1
2020	은평구	불광2동	남자	13,842	294	319	392	593	962	1,222	1,040	1,053	937	1,141	1,137	1,150	1,167	792	644	558	314	102	23	5	-
2020	은평구	불광2동	여자	14,596	291	334	353	568	901	1,230	967	905	842	1,118	1,284	1,360	1,266	986	805	684	430	190	70	15	1
2020	은평구	응암3동	계	24,966	476	582	663	1,046	1,572	2,031	1,619	1,743	1,573	2,060	2,030	2,161	2,073	1,575	1,388	1,178	770	309	102	21	1
2020	은평구	응암3동	남자	12,217	259	302	347	538	821	1,040	847	919	809	1,030	1,030	1,065	976	715	594	480	312	100	34	4	-
2020	은평구	응암3동	여자	12,749	217	280	316	509	751	991	772	824	765	1,030	1,000	1,096	1,097	860	794	698	459	210	68	17	1
2020	은평구	역촌동	계	46,566	1,272	1,659	1,693	1,991	3,001	3,537	3,129	3,779	3,651	3,992	3,886	3,689	3,405	2,594	2,103	1,653	987	391	123	33	4
2020	은평구	역촌동	남자	22,064	624	856	850	1,001	1,440	1,702	1,507	1,854	1,842	1,938	1,842	1,700	1,546	1,134	918	745	411	123	29	6	-
2020	은평구	역촌동	여자	24,502	648	803	843	990	1,561	1,835	1,622	1,925	1,809	2,055	2,044	1,989	1,859	1,460	1,185	908	576	268	94	27	4
2020	서대문구	소계	계	304,074	9,252	10,997	10,819	13,182	22,332	26,807	21,463	22,908	21,606	25,117	24,571	23,312	21,262	15,104	12,690	10,763	7,323	3,187	1,096	246	43
2020	서대문구	소계	남자	145,927	4,820	5,527	5,459	6,607	10,237	13,479	10,688	11,350	10,723	12,395	11,928	11,240	10,103	6,990	5,462	4,551	2,915	1,100	305	47	7
2020	서대문구	소계	여자	158,147	4,432	5,471	5,361	6,576	12,095	13,328	10,776	11,558	10,883	12,722	12,644	12,072	11,159	8,114	7,228	6,213	4,408	2,087	791	199	36
2020	서대문구	천연동	계	17,621	649	675	719	812	1,084	1,194	1,109	1,342	1,272	1,597	1,498	1,428	1,184	863	736	657	506	220	64	14	2
2020	서대문구	천연동	남자	8,385	339	327	360	390	529	597	559	638	626	780	733	708	578	400	306	246	183	69	19	2	1
2020	서대문구	천연동	여자	9,236	311	348	359	422	555	597	551	704	646	818	765	720	606	464	430	411	323	151	46	13	2
2020	서대문구	홍제1동	계	24,046	782	849	830	1,114	1,490	1,666	1,638	1,826	1,717	2,072	2,024	1,968	1,842	1,317	1,043	891	617	252	95	15	2
2020	서대문구	홍제1동	남자	11,335	397	419	402	548	738	827	769	911	845	992	939	899	851	608	466	363	262	74	27	3	-
2020	서대문구	홍제1동	여자	12,711	385	430	428	566	752	840	869	916	873	1,080	1,086	1,069	992	710	577	528	355	178	68	12	2
2020	서대문구	홍제3동	계	15,656	392	414	464	731	1,048	1,096	999	988	915	1,302	1,383	1,282	1,267	945	837	743	559	222	62	10	1
2020	서대문구	홍제3동	남자	7,607	208	210	239	396	509	557	530	512	477	631	690	647	598	432	333	319	211	90	19	3	-
2020	서대문구	홍제3동	여자	8,049	184	204	225	335	539	539	469	476	439	671	693	636	669	513	505	424	348	133	43	7	1
2020	서대문구	홍제2동	계	14,077	382	483	498	623	853	1,007	957	947	914	1,184	1,240	1,301	1,143	726	675	540	384	146	60	15	4
2020	서대문구	홍제2동	남자	6,700	210	249	252	316	436	496	478	463	427	578	596	609	551	343	262	224	142	48	18	3	3
2020	서대문구	홍제2동	여자	7,377	172	235	247	308	417	511	479	485	488	606	644	692	592	383	413	316	242	98	42	12	2
2020	서대문구	홍은1동	계	22,329	671	772	773	1,047	1,442	1,446	1,301	1,559	1,488	1,893	1,942	1,931	1,823	1,292	1,044	890	634	263	99	18	7
2020	서대문구	홍은1동	남자	10,825	357	377	389	532	716	746	641	813	725	933	949	957	865	638	467	365	245	81	31	4	-
2020	서대문구	홍은1동	여자	11,505	314	396	384	515	726	700	661	746	763	960	994	975	958	654	577	526	389	182	69	14	7
2020	서대문구	홍은2동	계	26,692	603	776	947	1,313	1,965	2,189	1,742	1,760	1,737	2,323	2,315	2,187	2,086	1,451	1,185	983	689	322	94	27	3
2020	서대문구	홍은2동	남자	12,972	316	387	477	677	958	1,145	918	921	870	1,141	1,127	1,027	967	657	530	433	288	112	20	4	-
2020	서대문구	홍은2동	여자	13,721	287	389	471	636	1,007	1,044	825	839	867	1,182	1,188	1,161	1,119	794	655	550	402	210	74	23	3
2020	서대문구	남가좌1동	계	15,916	847	1,358	833	633	742	876	916	1,648	1,674	1,407	1,122	1,003	865	638	501	412	274	124	37	10	2
2020	서대문구	남가좌1동	남자	7,673	444	668	416	284	368	417	396	751	884	752	540	496	413	281	217	175	119	45	12	-	-
2020	서대문구	남가좌1동	여자	8,243	404	691	417	349	374	459	520	897	791	656	582	508	452	357	284	238	156	79	25	10	2
2020	서대문구	남가좌2동	계	26,936	1,027	1,244	998	1,253	1,981	1,998	1,769	2,243	2,064	2,293	2,132	1,879	1,714	1,326	1,112	922	606	252	98	27	3
2020	서대문구	남가좌2동	남자	12,991	520	617	500	621	928	1,024	857	1,119	1,023	1,157	1,062	914	823	598	483	392	235	93	23	6	1
2020	서대문구	남가좌2동	여자	13,945	507	627	498	632	1,053	974	912	1,124	1,042	1,136	1,070	966	891	728	630	530	371	159	75	21	2
2020	서대문구	북가좌1동	계	18,481	694	812	1,053	935	1,038	1,149	1,132	1,366	1,589	1,724	1,529	1,426	1,236	864	744	573	387	161	58	13	2
2020	서대문구	북가좌1동	남자	8,948	357	428	577	467	506	565	523	633	776	891	741	687	590	404	306	265	163	59	13	2	-
2020	서대문구	북가좌1동	여자	9,533	337	384	476	468	533	585	609	733	813	833	788	739	646	460	439	308	225	103	46	11	2
2020	서대문구	북가좌2동	계	32,538	753	1,020	1,064	1,477	2,146	2,670	2,099	2,289	2,318	2,762	2,711	2,703	2,551	1,881	1,625	1,258	754	332	102	26	4
2020	서대문구	북가좌2동	남자	15,812	374	539	540	758	1,070	1,374	1,090	1,173	1,134	1,351	1,347	1,256	1,219	886	729	533	304	116	24	2	1
2020	서대문구	북가좌2동	여자	16,726	379	482	525	719	1,077	1,296	1,009	1,116	1,185	1,411	1,364	1,447	1,332	996	896	725	450	216	78	25	3
2020	서대문구	충현동	계	18,609	462	550	561	735	1,272	1,831	1,444	1,430	1,279	1,465	1,564	1,512	1,439	936	747	615	439	219	83	24	6
2020	서대문구	충현동	남자	9,014	243	265	264	385	608	908	712	724	642	738	764	756	697	443	324	273	171	76	19	5	1
2020	서대문구	충현동	여자	9,595	219	285	297	350	664	923	732	706	637	727	800	756	742	494	424	342	268	143	64	20	6
2020	서대문구	북아현동	계	16,492	758	722	512	603	1,087	1,317	1,379	1,581	1,340	1,313	1,407	1,312	1,024	670	511	474	292	134	49	9	2
2020	서대문구	북아현동	남자	7,898	388	372	252	300	454	631	654	799	694	637	673	660	509	295	226	191	108	41	16	1	1
2020	서대문구	북아현동	여자	8,594	370	350	260	304	633	686	725	782	647	676	734	652	515	376	286	283	184	94	33	8	1
2020	서대문구	신촌동	계	18,326	478	307	384	515	3,026	3,910	1,989	1,188	918	979	1,002	890	730	552	508	435	329	121	57	12	3
2020	서대문구	신촌동	남자	8,216	285	152	192	223	904	1,823	1,008	576	428	493	470	469	334	253	222	189	133	46	16	3	1
2020	서대문구	신촌동	여자	10,110	193	155	192	292	2,123	2,087	981	612	490	486	532	422	396	299	286	246	196	75	41	9	2
2020	서대문구	연희동	계	36,358	756	1,019	1,186	1,395	3,161	4,460	2,994	2,745	2,383	2,807	2,706	2,491	2,362	1,646	1,425	1,374	857	422	141	30	5
2020	서대문구	연희동	남자	17,553	384	520	601	714	1,517	2,370	1,557	1,321	1,176	1,324	1,299	1,159	1,111	757	595	585	355	153	51	11	1
2020	서대문구	연희동	여자	18,805	372	499	585	681	1,645	2,090	1,437	1,424	1,207	1,483	1,407	1,332	1,251	890	830	789	502	270	91	19	4
2020	마포구	소계	계	365,392	12,165	13,517	13,759	15,098	25,345	35,313	31,845	32,514	28,961	31,587	27,642	24,955	22,042	15,391	12,716	10,766	7,062	3,318	1,125	235	42
2020	마포구	소계	남자	172,413	6,280	6,758	7,001	7,612	11,339	16,218	14,644	15,852	13,949	15,475	13,580	12,160	10,308	6,983	5,346	4,579	2,814	1,132	316	64	7
2020	마포구	소계	여자	192,979	5,885	6,759	6,758	7,487	14,007	19,095	17,201	16,662	15,012	16,112	14,062	12,795	11,735	8,408	7,370	6,187	4,248	2,187	810	171	35
2020	마포구	용강동	계	21,583	913	1,375	1,199	806	951	1,350	1,629	2,115	2,223	2,134	1,497	1,395	1,201	857	659	594	391	219	58	19	1
2020	마포구	용강동	남자	10,181	434	668	592	399	475	595	726	1,002	1,011	1,093	766	677	585	394	271	251	160	71	14	5	-
2020	마포구	용강동	여자	11,402	479	708	607	408	477	755	904	1,113	1,212	1,042	732	718	617	464	388	343	232	149	44	14	1
2020	마포구	대흥동	계	12,491	261	289	338	450	1,402	1,660	1,088	956	824	975	900	816	755	542	392	415	261	123	39	9	2
2020	마포구	대흥동	남자	6,055	141	148	196	233	547	826	557	479	408	501	472	445	376	239	161	173	103	42	8	2	-
2020	마포구	대흥동	여자	6,437	120	141	142	218	855	834	531	477	416	474	428	372	379	303	231	243	158	81	31	7	2
2020	마포구	염리동	계	11,911	424	530	588	571	823	982	859	1,026	1,016	1,134	938	749	627	463	420	375	252	103	26	10	1
2020	마포구	염리동	남자	5,731	216	258	293	292	372	509	420	488	494	595	474	354	303	211	158	147	103	40	7	3	-
2020	마포구	염리동	여자	6,180	208	273	296	279	451	474	439	538	522	539	465	395	325	253	262	228	149	63	19	7	1
2020	마포구	신수동	계	22,883	889	845	889	1,060	1,680	1,808	1,778	1,996	1,791	2,121	1,847	1,627	1,425	927	804	671	430	201	76	17	5
2020	마포구	신수동	남자	11,163	462	441	479	572	829	956	854	978	840	996	941	808	676	448	315	287	176	77	28	4	1
2020	마포구	신수동	여자	11,720	428	405	411	488	851	852	924	1,019	951	1,125	906	820	749	480	489	384	254	124	48	13	4
2020	마포구	서교동	계	23,977	446	459	506	747	2,168	3,550	2,864	2,285	1,799	1,828	1,594	1,334	1,227	885	810	667	471	230	99	11	4
2020	마포구	서교동	남자	10,981	220	244	261	352	875	1,588	1,318	1,065	871	886	740	651	547	391	346	300	203	94	28	5	2
2020	마포구	서교동	여자	12,996	226	215	245	395	1,294	1,962	1,546	1,221	929	942	854	684	680	494	464	367	268	137	71	7	2
2020	마포구	합정동	계	17,730	762	432	410	519	1,190	2,165	1,999	1,744	1,361	1,230	1,138	1,185	1,087	763	641	532	347	154	65	8	4
2020	마포구	합정동	남자	8,232	435	208	198	240	525	945	915	872	656	597	539	549	490	346	262	252	133	54	18	3	-
2020	마포구	합정동	여자	9,498	328	224	212	279	665	1,220	1,085	872	705	633	599	636	597	418	379	280	214	101	47	5	4
2020	마포구	망원1동	계	20,750	539	580	614	773	1,362	2,147	1,973	1,989	1,581	1,691	1,540	1,425	1,312	986	876	696	422	184	55	8	1
2020	마포구	망원1동	남자	9,761	284	287	309	372	642	985	915	969	772	817	772	698	604	426	362	311	162	60	16	3	-
2020	마포구	망원1동	여자	10,989	255	293	306	401	720	1,162	1,059	1,021	810	874	768	727	709	560	514	385	261	125	39	5	1
2020	마포구	망원2동	계	18,879	556	703	758	881	1,193	1,638	1,423	1,591	1,542	1,732	1,484	1,252	1,213	909	779	640	369	159	50	9	2
2020	마포구	망원2동	남자	8,926	289	360	366	431	575	752	659	769	756	846	737	608	537	393	347	273	165	48	17	2	1
2020	마포구	망원2동	여자	9,953	267	343	392	451	619	886	764	822	786	886	748	644	676	517	432	367	204	112	33	7	1
2020	마포구	연남동	계	15,336	363	319	339	485	1,112	2,034	1,699	1,467	1,149	1,156	1,032	940	980	651	556	506	311	165	53	18	4
2020	마포구	연남동	남자	7,232	184	145	179	263	498	950	820	704	593	574	482	440	442	299	232	222	125	55	18	10	1
2020	마포구	연남동	여자	8,104	179	174	160	222	615	1,084	880	763	557	582	550	500	539	353	325	284	187	110	35	8	3
2020	마포구	성산1동	계	19,202	435	605	681	824	1,278	1,842	1,693	1,752	1,558	1,797	1,512	1,295	1,156	904	694	623	364	145	37	10	2
2020	마포구	성산1동	남자	9,039	211	302	334	428	610	858	804	853	739	854	724	605	527	399	307	261	156	55	11	4	-
2020	마포구	성산1동	여자	10,163	224	303	347	396	668	985	889	900	819	943	788	690	629	505	387	362	208	90	26	7	2
2020	마포구	성산2동	계	40,307	1,196	1,490	1,680	1,916	2,835	3,880	3,506	3,293	3,126	3,556	3,067	2,575	2,321	1,751	1,556	1,296	742	361	132	30	1
2020	마포구	성산2동	남자	18,460	607	733	890	1,004	1,177	1,555	1,555	1,582	1,494	1,710	1,511	1,257	1,063	754	607	536	283	112	32	4	-
2020	마포구	성산2동	여자	21,847	590	757	790	913	1,659	2,326	1,951	1,711	1,632	1,846	1,556	1,319	1,258	998	949	760	459	250	101	26	1
2020	마포구	상암동	계	31,463	993	1,725	2,308	1,987	2,013	2,275	1,791	2,291	2,863	3,431	2,512	1,862	1,689	1,182	947	740	495	259	80	17	6
2020	마포구	상암동	남자	14,993	531	884	1,183	989	904	1,027	816	1,045	1,293	1,725	1,308	946	749	534	417	326	200	91	22	6	1
2020	마포구	상암동	여자	16,470	462	842	1,125	998	1,109	1,248	975	1,247	1,570	1,707	1,204	917	940	649	531	414	295	168	58	11	5
2020	마포구	도화동	계	21,509	774	784	797	867	1,272	1,753	1,837	1,833	1,502	1,736	1,671	1,702	1,534	1,020	827	686	516	280	101	22	1
2020	마포구	도화동	남자	10,306	426	408	432	452	618	826	844	925	737	825	804	813	722	480	385	292	199	92	24	5	1
2020	마포구	도화동	여자	11,204	348	376	366	416	654	927	993	908	765	911	867	890	812	540	442	394	317	188	77	17	1
2020	마포구	서강동	계	24,476	904	1,030	819	961	2,083	2,532	1,968	2,198	1,965	2,043	1,871	1,741	1,384	925	727	615	421	211	68	14	-
2020	마포구	서강동	남자	11,659	448	537	405	483	912	1,320	876	1,076	940	981	887	835	683	436	311	257	175	79	22	-	-
2020	마포구	서강동	여자	12,817	456	493	414	478	1,171	1,212	1,092	1,122	1,025	1,062	984	906	702	489	416	359	246	132	46	14	-
2020	마포구	공덕동	계	38,271	1,211	1,127	1,015	1,453	2,634	3,928	3,434	3,150	2,534	3,128	3,201	3,220	2,594	1,699	1,427	1,170	870	336	113	27	5
2020	마포구	공덕동	남자	18,137	653	566	491	734	1,170	1,756	1,589	1,630	1,283	1,529	1,551	1,588	1,265	799	611	479	306	104	31	8	-
2020	마포구	공덕동	여자	20,134	558	561	524	719	1,464	2,173	1,845	1,521	1,251	1,599	1,650	1,632	1,329	900	816	691	564	232	82	20	5
2020	마포구	아현동	계	24,628	1,504	1,227	821	801	1,352	1,772	2,308	2,831	2,132	1,899	1,842	1,839	1,540	930	605	544	403	191	76	10	6
2020	마포구	아현동	남자	11,559	744	572	397	371	613	774	981	1,420	1,067	949	874	889	743	440	258	215	169	63	22	4	1
2020	마포구	아현동	여자	13,069	760	655	424	430	739	998	1,328	1,412	1,065	950	968	950	797	490	347	330	235	129	55	6	6
2020	양천구	소계	계	450,971	12,535	19,785	24,549	27,028	29,495	30,526	26,408	31,828	35,689	43,226	39,755	35,972	32,178	22,822	16,254	11,087	6,875	3,416	1,229	282	36
2020	양천구	소계	남자	221,368	6,459	10,177	12,786	14,110	15,345	15,347	13,136	15,500	16,815	20,928	19,769	17,800	15,382	11,054	7,821	5,009	2,577	981	311	57	8
2020	양천구	소계	여자	229,603	6,076	9,608	11,763	12,918	14,150	15,180	13,272	16,328	18,874	22,298	19,986	18,173	16,796	11,768	8,433	6,079	4,298	2,435	919	225	28
2020	양천구	목1동	계	31,517	892	2,112	2,716	2,459	1,944	1,512	1,301	2,075	3,107	3,884	2,858	2,080	1,633	1,129	769	507	305	159	62	17	3
2020	양천구	목1동	남자	15,139	470	1,045	1,364	1,227	961	725	563	864	1,310	1,891	1,501	1,071	799	561	388	225	113	46	17	1	1
2020	양천구	목1동	여자	16,379	423	1,067	1,352	1,232	983	787	738	1,211	1,797	1,993	1,357	1,009	835	568	382	282	193	113	45	16	2
2020	양천구	목2동	계	30,389	878	927	1,151	1,509	2,067	2,963	2,745	2,616	2,173	2,459	2,429	2,487	2,201	1,444	966	660	425	200	79	13	2
2020	양천구	목2동	남자	14,787	456	447	609	821	1,074	1,402	1,401	1,330	1,050	1,155	1,124	1,213	1,031	686	474	291	151	50	21	7	-
2020	양천구	목2동	여자	15,602	422	480	543	689	993	1,562	1,344	1,286	1,123	1,304	1,306	1,274	1,171	758	493	369	274	150	58	7	2
2020	양천구	목3동	계	22,339	793	623	626	967	1,486	2,128	2,070	1,998	1,514	1,698	1,818	1,821	1,752	1,124	777	521	359	199	57	12	2
2020	양천구	목3동	남자	10,723	413	330	331	544	799	981	993	1,017	753	785	805	838	821	527	363	228	127	58	12	2	-
2020	양천구	목3동	여자	11,616	380	293	295	423	687	1,147	1,077	981	761	913	1,013	983	931	597	415	293	232	141	46	11	2
2020	양천구	목4동	계	26,069	526	960	1,505	1,996	2,258	1,905	1,408	1,498	1,869	2,835	2,709	2,056	1,520	1,052	843	552	337	183	49	14	1
2020	양천구	목4동	남자	12,777	256	476	763	1,131	1,201	999	714	725	809	1,271	1,340	1,034	745	498	390	252	114	48	12	3	-
2020	양천구	목4동	여자	13,292	271	484	742	865	1,057	906	694	773	1,060	1,564	1,369	1,022	775	554	453	300	223	135	38	11	1
2020	양천구	신월1동	계	20,819	477	589	610	775	1,224	1,477	1,335	1,465	1,440	1,699	1,840	2,053	2,003	1,444	1,058	700	396	153	68	15	4
2020	양천구	신월1동	남자	10,681	248	311	321	379	643	801	720	807	780	854	966	1,056	1,012	720	510	345	155	40	14	1	2
2020	양천구	신월1동	여자	10,139	229	278	289	397	581	676	615	658	660	845	874	997	992	724	548	355	241	113	55	14	2
2020	양천구	신월2동	계	21,402	721	828	879	938	1,263	1,434	1,387	1,746	1,668	1,664	1,641	1,725	1,888	1,389	1,005	632	345	180	60	12	2
2020	양천구	신월2동	남자	10,486	366	420	422	479	681	711	688	912	849	840	811	805	845	668	501	289	132	60	12	-	1
2020	양천구	신월2동	여자	10,916	355	408	458	459	582	724	700	834	820	825	830	920	1,044	722	504	343	214	120	48	12	1
2020	양천구	신월3동	계	15,828	430	526	499	695	901	1,193	1,023	1,053	1,041	1,247	1,461	1,512	1,435	1,010	767	549	311	129	43	8	2
2020	양천구	신월3동	남자	8,338	234	284	264	355	465	625	564	586	551	725	790	825	781	519	360	233	130	40	9	2	1
2020	양천구	신월3동	여자	7,491	196	242	235	340	436	568	459	467	490	522	671	687	654	491	408	316	181	89	34	6	1
2020	양천구	신월4동	계	18,481	659	942	838	835	1,093	1,102	1,017	1,556	1,557	1,501	1,428	1,457	1,493	1,139	793	547	303	172	42	10	3
2020	양천구	신월4동	남자	9,083	326	494	438	439	591	550	493	774	809	742	694	697	693	544	382	253	105	51	11	3	-
2020	양천구	신월4동	여자	9,398	334	449	400	396	502	552	524	782	748	759	734	761	800	595	412	295	199	121	31	8	3
2020	양천구	신월5동	계	15,007	448	600	621	710	932	1,215	1,034	1,145	1,133	1,174	1,258	1,300	1,207	816	609	425	228	117	32	9	1
2020	양천구	신월5동	남자	7,431	229	304	319	383	460	652	523	613	564	576	579	634	582	403	289	195	95	30	3	-	-
2020	양천구	신월5동	여자	7,576	219	296	302	327	472	564	511	532	569	598	679	666	625	413	320	230	133	87	29	9	1
2020	양천구	신월6동	계	9,981	454	470	447	527	585	619	758	908	756	821	787	750	733	550	355	256	131	51	23	5	1
2020	양천구	신월6동	남자	4,930	237	251	221	253	308	320	368	476	378	405	392	345	336	271	176	125	51	14	6	2	-
2020	양천구	신월6동	여자	5,051	218	219	226	274	277	299	390	432	378	416	395	405	397	279	180	131	80	38	17	3	1
2020	양천구	신월7동	계	20,715	519	641	622	834	1,261	1,445	1,264	1,473	1,404	1,617	1,694	1,930	1,869	1,479	1,018	789	530	239	72	18	2
2020	양천구	신월7동	남자	10,158	259	342	309	424	656	777	668	780	760	804	847	913	864	713	448	318	184	72	21	2	2
2020	양천구	신월7동	여자	10,558	260	299	313	410	605	668	596	693	644	814	847	1,018	1,005	766	571	472	346	167	51	16	-
2020	양천구	신정1동	계	20,966	571	1,317	1,606	1,495	1,378	1,135	802	1,344	1,925	2,210	1,941	1,576	1,165	918	632	424	280	160	69	21	1
2020	양천구	신정1동	남자	10,245	310	697	831	746	716	565	377	572	865	1,076	982	828	557	449	297	206	114	41	16	5	-
2020	양천구	신정1동	여자	10,722	261	621	775	750	662	570	426	772	1,061	1,134	959	749	609	469	335	219	166	119	53	17	1
2020	양천구	신정2동	계	20,013	379	962	1,430	1,552	1,447	1,221	791	1,082	1,623	2,190	1,958	1,673	1,309	835	597	452	296	158	49	13	2
2020	양천구	신정2동	남자	9,790	196	473	764	795	757	616	381	490	698	1,055	1,002	854	662	428	264	181	118	44	10	5	-
2020	양천구	신정2동	여자	10,224	183	489	666	757	690	605	410	592	925	1,135	956	819	648	408	333	271	178	114	39	8	2
2020	양천구	신정3동	계	46,651	1,474	2,163	2,543	2,833	3,074	2,896	2,651	3,244	3,659	4,503	4,230	3,551	3,289	2,268	1,747	1,263	739	356	136	33	4
2020	양천구	신정3동	남자	22,743	754	1,096	1,307	1,481	1,611	1,466	1,303	1,590	1,763	2,180	2,055	1,732	1,547	1,032	837	576	279	101	31	6	-
2020	양천구	신정3동	여자	23,908	720	1,067	1,236	1,352	1,464	1,430	1,348	1,654	1,897	2,324	2,175	1,820	1,743	1,236	910	687	461	255	106	27	4
2020	양천구	신정6동	계	24,981	742	1,371	1,815	1,913	1,767	1,467	1,187	1,618	2,102	2,645	2,446	1,930	1,466	1,037	600	355	270	160	76	17	2
2020	양천구	신정6동	남자	12,169	388	706	953	976	907	761	538	699	908	1,234	1,189	995	713	531	325	178	95	45	29	3	-
2020	양천구	신정6동	여자	12,813	354	665	863	937	860	706	650	919	1,195	1,411	1,257	935	754	506	275	177	176	115	47	14	2
2020	양천구	신정7동	계	29,919	800	1,221	1,670	1,861	1,996	1,745	1,493	1,811	2,239	2,994	2,715	2,574	2,217	1,589	1,158	801	618	282	111	25	4
2020	양천구	신정7동	남자	14,500	407	620	890	949	1,056	912	738	833	1,060	1,446	1,346	1,283	1,042	756	553	309	199	72	27	6	1
2020	양천구	신정7동	여자	15,419	394	601	780	912	940	833	755	978	1,179	1,548	1,369	1,291	1,176	833	605	493	419	210	84	19	4
2020	양천구	목5동	계	42,199	936	2,538	3,984	3,716	2,528	2,062	1,668	2,389	4,001	5,299	3,845	2,797	2,374	1,575	1,019	593	439	284	129	25	2
2020	양천구	목5동	남자	20,889	485	1,354	2,184	1,997	1,354	1,032	796	974	1,629	2,541	2,055	1,389	1,162	798	550	297	163	89	38	8	-
2020	양천구	목5동	여자	21,310	451	1,184	1,800	1,719	1,175	1,031	872	1,416	2,373	2,759	1,791	1,409	1,212	777	469	296	276	195	91	17	2
2020	양천구	신정4동	계	33,697	842	1,001	992	1,418	2,297	3,011	2,478	2,812	2,482	2,789	2,703	2,703	2,626	2,030	1,544	1,067	567	240	76	20	4
2020	양천구	신정4동	남자	16,504	431	532	501	735	1,108	1,455	1,310	1,460	1,283	1,351	1,296	1,291	1,195	954	718	513	258	84	26	5	1
